Title; Author; Year; Original_line
Вчерашний день, часу в шестом…; Николай Некрасов; 1848; Зашел я на Сенную
Вчерашний день, часу в шестом…; Николай Некрасов; 1848; Там били женщину кнутом
Вчерашний день, часу в шестом…; Николай Некрасов; 1848; Крестьянку молодую
Однообразные мелькают; Николай Гумилев; 1917; Однообразные мелькают
Однообразные мелькают; Николай Гумилев; 1917; Все с той же болью дни мои
Однообразные мелькают; Николай Гумилев; 1917; Как будто розы опадают
Однообразные мелькают; Николай Гумилев; 1917; И умирают соловьи
Буря с берега; Валерий Брюсов; 1914; <em>Пеон третий< em>
Чудная картина…; Афанасий Фет; 1847; Чудная картина
Чудная картина…; Афанасий Фет; 1847; Как ты мне родна
Чудная картина…; Афанасий Фет; 1847; Белая равнина
Чудная картина…; Афанасий Фет; 1847; Полная луна
Стихи о рыжей дворняге; Эдуард Асадов; Год написания не известен; Хозяин погладил рукою
Стихи о рыжей дворняге; Эдуард Асадов; Год написания не известен; Лохматую рыжую спину
Стихи о рыжей дворняге; Эдуард Асадов; Год написания не известен; — Прощай брат Хоть жаль мне не скрою
Стихи о рыжей дворняге; Эдуард Асадов; Год написания не известен; Но все же тебя я покину
Бычок; Агния Барто; Год написания не известен; Идет бычок качается
Бычок; Агния Барто; Год написания не известен; Вздыхает на ходу
Бычок; Агния Барто; Год написания не известен; — Ох доска кончается
Бычок; Агния Барто; Год написания не известен; Сейчас я упаду
Телега жизни; Александр Пушкин; 1823; Хоть тяжело подчас в ней бремя
Телега жизни; Александр Пушкин; 1823; Телега на ходу легка
Телега жизни; Александр Пушкин; 1823; Ямщик лихой седое время
Телега жизни; Александр Пушкин; 1823; Везет не слезет с облучка
Горение; Иосиф Бродский; 1981; <em>М Б< em>
Рождественский романс; Иосиф Бродский; 1961; <em>Евгению Рейну с любовью< em>
Исповедь самоубийцы; Сергей Есенин; 1912; Простись со мною мать моя
Исповедь самоубийцы; Сергей Есенин; 1912; Я умираю гибну я
Исповедь самоубийцы; Сергей Есенин; 1912; Больную скорбь в груди храня
Исповедь самоубийцы; Сергей Есенин; 1912; Ты не оплакивай меня
Исповедь самоубийцы; Сергей Есенин; 1912; Не мог я жить среди людей
Исповедь самоубийцы; Сергей Есенин; 1912; Холодный яд в душе моей
Всё то же; Константин Фофанов; 1889; Ты сказала мне «Как скучно
Всё то же; Константин Фофанов; 1889; Нынче пишут все поэты —
Всё то же; Константин Фофанов; 1889; И у этого печалью
Всё то же; Константин Фофанов; 1889; Переполнены сонеты
Всё то же; Константин Фофанов; 1889; Те же грезы те же рифмы
Всё то же; Константин Фофанов; 1889; Всё сирени да сирени»
Всё то же; Константин Фофанов; 1889; И зевая опустила
Всё то же; Константин Фофанов; 1889; Книгу песен на колени
Всё то же; Константин Фофанов; 1889; А над нами в это время
Всё то же; Константин Фофанов; 1889; Горячо лазурь сверкала
Всё то же; Константин Фофанов; 1889; На песке узорной сеткой
Всё то же; Константин Фофанов; 1889; Тень от веток трепетала
Всё то же; Константин Фофанов; 1889; В кленах зыбью золотистой
Всё то же; Константин Фофанов; 1889; Блеск мигал играя с тенью
Всё то же; Константин Фофанов; 1889; Пахло липами и медом
Всё то же; Константин Фофанов; 1889; И цветущею сиренью
Всё то же; Константин Фофанов; 1889; И сказал тебе я «Видишь
Всё то же; Константин Фофанов; 1889; Как прекрасны чары лета
Всё то же; Константин Фофанов; 1889; Но стары они как вечность
Всё то же; Константин Фофанов; 1889; Как фантазия поэта»
Идут белые снеги…; Евгений Евтушенко; 1965; Идут белые снеги
Идут белые снеги…; Евгений Евтушенко; 1965; как по нитке скользя…
Идут белые снеги…; Евгений Евтушенко; 1965; Жить и жить бы на свете
Идут белые снеги…; Евгений Евтушенко; 1965; но наверно нельзя
Баллада о красках; Роберт Рождественский; 1972; Был он рыжим как из рыжиков рагу
Баллада о красках; Роберт Рождественский; 1972; Рыжим  словно апельсины на снегу
Баллада о красках; Роберт Рождественский; 1972; Мать шутила  мать веселою была
Баллада о красках; Роберт Рождественский; 1972; «Я от солнышка сыночка родила…»
Баллада о красках; Роберт Рождественский; 1972; А другой был чёрнымчёрным у неё
Баллада о красках; Роберт Рождественский; 1972; Чёрным  будто обгоревшее смолье
Баллада о красках; Роберт Рождественский; 1972; Хохотала над расспросами она  говорила
Баллада о красках; Роберт Рождественский; 1972; «Слишком ночь была черна»
Баллада о красках; Роберт Рождественский; 1972; В сорок первом в сорок памятном году
Баллада о красках; Роберт Рождественский; 1972; прокричали репродукторы беду
Баллада о красках; Роберт Рождественский; 1972; Оба сына обадвое соль Земли —
Баллада о красках; Роберт Рождественский; 1972; поклонились маме в пояс
Баллада о красках; Роберт Рождественский; 1972; И ушли
Баллада о красках; Роберт Рождественский; 1972; Довелось в бою почуять молодым
Баллада о красках; Роберт Рождественский; 1972; рыжий бешеный огонь  и черный дым
Баллада о красках; Роберт Рождественский; 1972; злую зелень застоявшихся полей
Баллада о красках; Роберт Рождественский; 1972; серый цвет прифронтовых госпиталей
Баллада о красках; Роберт Рождественский; 1972; Оба сына обадвое два крыла
Баллада о красках; Роберт Рождественский; 1972; воевали до победы
Баллада о красках; Роберт Рождественский; 1972; Мать ждала
Баллада о красках; Роберт Рождественский; 1972; Не гневила  не кляла она судьбу
Баллада о красках; Роберт Рождественский; 1972; Похоронка
Баллада о красках; Роберт Рождественский; 1972; обошла её избу
Баллада о красках; Роберт Рождественский; 1972; Повезло ей
Баллада о красках; Роберт Рождественский; 1972; Привалило счастье вдруг
Баллада о красках; Роберт Рождественский; 1972; Повезло одной на три села вокруг
Баллада о красках; Роберт Рождественский; 1972; Повезло ей Повезло ей Повезло —
Баллада о красках; Роберт Рождественский; 1972; Оба сына воротилися в село
Баллада о красках; Роберт Рождественский; 1972; Оба сына Обадвое  Плоть и стать
Баллада о красках; Роберт Рождественский; 1972; Золотистых орденов не сосчитать
Баллада о красках; Роберт Рождественский; 1972; Сыновья сидят рядком — к плечу плечо
Баллада о красках; Роберт Рождественский; 1972; Ноги целы руки целы — что еще
Баллада о красках; Роберт Рождественский; 1972; Пьют зеленое вино как повелось…
Баллада о красках; Роберт Рождественский; 1972; У обоих изменился цвет волос
Баллада о красках; Роберт Рождественский; 1972; Стали волосы — смертельной белизны
Баллада о красках; Роберт Рождественский; 1972; Видно много
Баллада о красках; Роберт Рождественский; 1972; белой краски
Баллада о красках; Роберт Рождественский; 1972; у войны
Сцена из Фауста; Александр Пушкин; Год написания не известен; <strong>БЕРЕГ МОРЯ ФАУСТ И МЕФИСТОФЕЛЬ< strong>
О, мой застенчивый герой…; Белла Ахмадулина; 1960; О мой застенчивый герой
О, мой застенчивый герой…; Белла Ахмадулина; 1960; ты ловко избежал позора
О, мой застенчивый герой…; Белла Ахмадулина; 1960; Как долго я играла роль
О, мой застенчивый герой…; Белла Ахмадулина; 1960; не опираясь на партнера
Илья Муромец; Алексей Толстой; 1871; <strong>1< strong>
Еще раз о черте; Александр Галич; 1969; Я считал слонов и в нечет и в чет
Еще раз о черте; Александр Галич; 1969; И всетаки я не уснул
Еще раз о черте; Александр Галич; 1969; И тут явился ко мне мой черт
Еще раз о черте; Александр Галич; 1969; И уселся верхом на стул
Под лаской плюшевого пледа…; Марина Цветаева; 1914; Под лаской плюшевого пледа
Под лаской плюшевого пледа…; Марина Цветаева; 1914; Вчерашний вызываю сон
Под лаской плюшевого пледа…; Марина Цветаева; 1914; Что это было — Чья победа —
Под лаской плюшевого пледа…; Марина Цветаева; 1914; Кто побежден
Сын артиллериста; Константин Симонов; 1941; Был у майора Деева
Сын артиллериста; Константин Симонов; 1941; Товарищ — майор Петров
Сын артиллериста; Константин Симонов; 1941; Дружили еще с гражданской
Сын артиллериста; Константин Симонов; 1941; Еще с двадцатых годов
Сын артиллериста; Константин Симонов; 1941; Вместе рубали белых
Сын артиллериста; Константин Симонов; 1941; Шашками на скаку
Сын артиллериста; Константин Симонов; 1941; Вместе потом служили
Сын артиллериста; Константин Симонов; 1941; В артиллерийском полку
Дорожите счастьем; Эдуард Асадов; Год написания не известен; Дорожите счастьем дорожите
Дорожите счастьем; Эдуард Асадов; Год написания не известен; Замечайте радуйтесь берите
Дорожите счастьем; Эдуард Асадов; Год написания не известен; Радуги рассветы звезды глаз —
Дорожите счастьем; Эдуард Асадов; Год написания не известен; Это все для вас для вас для вас
Разбуди меня завтра рано…; Сергей Есенин; 1917; Разбуди меня завтра рано
Разбуди меня завтра рано…; Сергей Есенин; 1917; О моя терпеливая мать
Разбуди меня завтра рано…; Сергей Есенин; 1917; Я пойду за дорожным курганом
Разбуди меня завтра рано…; Сергей Есенин; 1917; Дорогого гостя встречать
Кони привередливые; Владимир Высоцкий; 1972; Вдоль обрыва понад пропастью по самому по краю
Кони привередливые; Владимир Высоцкий; 1972; Я коней своих нагайкою стегаю погоняю…
Кони привередливые; Владимир Высоцкий; 1972; Чтото воздуху мне мало — ветер пью туман глотаю…
Кони привередливые; Владимир Высоцкий; 1972; Чую с гибельным восторгом пропадаю пропадаю
Брожу ли я вдоль улиц шумных…; Александр Пушкин; 1829; Брожу ли я вдоль улиц шумных
Брожу ли я вдоль улиц шумных…; Александр Пушкин; 1829; Вхожу ль во многолюдный храм
Брожу ли я вдоль улиц шумных…; Александр Пушкин; 1829; Сижу ль меж юношей безумных
Брожу ли я вдоль улиц шумных…; Александр Пушкин; 1829; Я предаюсь моим мечтам
Не отрекаются любя; Вероника Тушнова; Год написания не известен; Не отрекаются любя
Не отрекаются любя; Вероника Тушнова; Год написания не известен; Ведь жизнь кончается не завтра
Не отрекаются любя; Вероника Тушнова; Год написания не известен; Я перестану ждать тебя
Не отрекаются любя; Вероника Тушнова; Год написания не известен; а ты придешь совсем внезапно
Не отрекаются любя; Вероника Тушнова; Год написания не известен; А ты придешь когда темно
Не отрекаются любя; Вероника Тушнова; Год написания не известен; когда в стекло ударит вьюга
Не отрекаются любя; Вероника Тушнова; Год написания не известен; когда припомнишь как давно
Не отрекаются любя; Вероника Тушнова; Год написания не известен; не согревали мы друг друга
Не отрекаются любя; Вероника Тушнова; Год написания не известен; И так захочешь теплоты
Не отрекаются любя; Вероника Тушнова; Год написания не известен; не полюбившейся когдато
Не отрекаются любя; Вероника Тушнова; Год написания не известен; что переждать не сможешь ты
Не отрекаются любя; Вероника Тушнова; Год написания не известен; трех человек у автомата
Не отрекаются любя; Вероника Тушнова; Год написания не известен; И будет как назло ползти
Не отрекаются любя; Вероника Тушнова; Год написания не известен; трамвай метро не знаю что там
Не отрекаются любя; Вероника Тушнова; Год написания не известен; И вьюга заметет пути
Не отрекаются любя; Вероника Тушнова; Год написания не известен; на дальних подступах к воротам…
Не отрекаются любя; Вероника Тушнова; Год написания не известен; А в доме будет грусть и тишь
Не отрекаются любя; Вероника Тушнова; Год написания не известен; хрип счетчика и шорох книжки
Не отрекаются любя; Вероника Тушнова; Год написания не известен; когда ты в двери постучишь
Не отрекаются любя; Вероника Тушнова; Год написания не известен; взбежав наверх без передышки
Не отрекаются любя; Вероника Тушнова; Год написания не известен; За это можно все отдать
Не отрекаются любя; Вероника Тушнова; Год написания не известен; и до того я в это верю
Не отрекаются любя; Вероника Тушнова; Год написания не известен; что трудно мне тебя не ждать
Не отрекаются любя; Вероника Тушнова; Год написания не известен; весь день не отходя от двери
Нивы сжаты, рощи голы…; Сергей Есенин; 1917; Нивы сжаты рощи голы
Нивы сжаты, рощи голы…; Сергей Есенин; 1917; От воды туман и сырость
Нивы сжаты, рощи голы…; Сергей Есенин; 1917; Колесом за сини горы
Нивы сжаты, рощи голы…; Сергей Есенин; 1917; Солнце тихое скатилось
Признание; Гавриил Державин; 1807; Не умел я притворяться
Признание; Гавриил Державин; 1807; На святого походить
Признание; Гавриил Державин; 1807; Важным саном надуваться
Признание; Гавриил Державин; 1807; И философа брать вид
Признание; Гавриил Державин; 1807; Я любил чистосердечье
Признание; Гавриил Державин; 1807; Думал нравиться лишь им
Признание; Гавриил Державин; 1807; Ум и сердце человечье
Признание; Гавриил Державин; 1807; Были гением моим
Признание; Гавриил Державин; 1807; Если я блистал восторгом
Признание; Гавриил Державин; 1807; С струн моих огонь летел
Признание; Гавриил Державин; 1807; Не собой блистал я — богом
Признание; Гавриил Державин; 1807; Вне себя я бога пел
Признание; Гавриил Державин; 1807; Если звуки посвящались
Признание; Гавриил Державин; 1807; Лиры моея царям —
Признание; Гавриил Державин; 1807; Добродетельми казались
Признание; Гавриил Державин; 1807; Мне они равны богам
Признание; Гавриил Державин; 1807; Если за победы громки
Признание; Гавриил Державин; 1807; Я венцы сплетал вождям —
Признание; Гавриил Державин; 1807; Думал перелить в потомки
Признание; Гавриил Державин; 1807; Души их и их детям
Признание; Гавриил Державин; 1807; Если где вельможам властным
Признание; Гавриил Державин; 1807; Смел я правду брякнуть в слух —
Признание; Гавриил Державин; 1807; Мнил быть сердцем беспристрастным
Признание; Гавриил Державин; 1807; Им царю отчизне друг
Признание; Гавриил Державин; 1807; Если ж я и суетою
Признание; Гавриил Державин; 1807; Сам был света обольщен —
Признание; Гавриил Державин; 1807; Признаюся красотою
Признание; Гавриил Державин; 1807; Быв плененным пел и жен
Признание; Гавриил Державин; 1807; Словом жег любви коль пламень
Признание; Гавриил Державин; 1807; Падал я вставал в мой век
Признание; Гавриил Державин; 1807; Брось мудрец на гроб мой камень
Признание; Гавриил Державин; 1807; Если ты не человек
Стихи о себе; Эдуард Багрицкий; 1929; 1
Стихи о себе; Эдуард Багрицкий; 1929; <strong>Дом< strong>
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Если был бы я девчонкой —
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я бы время не терял
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я б на улице не прыгал
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я б рубашки постирал
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я бы вымыл в кухне пол
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я бы в комнате подмёл
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Перемыл бы чашки ложки
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Сам начистил бы картошки
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Все свои игрушки сам
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я б расставил по местам
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Отчего я не девчонка
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Я бы маме так помог
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Мама сразу бы сказала
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; «Молодчина ты
Если был бы я девчонкой; Эдуард Успенский; Год написания не известен; Сынок»
Сожженное письмо; Александр Пушкин; 1825; Прощай письмо любви прощай она велела
Сожженное письмо; Александр Пушкин; 1825; Как долго медлил я как долго не хотела
Сожженное письмо; Александр Пушкин; 1825; Рука предать огню все радости мои
Сожженное письмо; Александр Пушкин; 1825; Но полно час настал Гори письмо любви
Сожженное письмо; Александр Пушкин; 1825; Готов я ничему душа моя не внемлет
Сожженное письмо; Александр Пушкин; 1825; Уж пламя жадное листы твои приемлет…
Сожженное письмо; Александр Пушкин; 1825; Минуту вспыхнули пылают — легкий дым
Сожженное письмо; Александр Пушкин; 1825; Виясь теряется с молением моим
Сожженное письмо; Александр Пушкин; 1825; Уж перстня верного утратя впечатленье
Сожженное письмо; Александр Пушкин; 1825; Растопленный сургуч кипит… О провиденье
Сожженное письмо; Александр Пушкин; 1825; Свершилось Темные свернулися листы
Сожженное письмо; Александр Пушкин; 1825; На легком пепле их заветные черты
Сожженное письмо; Александр Пушкин; 1825; Белеют… Грудь моя стеснилась Пепел милый
Сожженное письмо; Александр Пушкин; 1825; Отрада бедная в судьбе моей унылой
Сожженное письмо; Александр Пушкин; 1825; Останься век со мной на горестной груди…
Мишка; Агния Барто; Год написания не известен; Уронили мишку на пол
Мишка; Агния Барто; Год написания не известен; Оторвали мишке лапу
Мишка; Агния Барто; Год написания не известен; Все равно его не брошу —
Мишка; Агния Барто; Год написания не известен; Потому что он хороший
Слово; Иван Бунин; 1915; Молчат гробницы мумии и кости —
Слово; Иван Бунин; 1915; Лишь слову жизнь дана
Слово; Иван Бунин; 1915; Из древней тьмы на мировом погосте
Слово; Иван Бунин; 1915; Звучат лишь Письмена
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; А знаешь всё ещё будет
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Южный ветер еще подует
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; и весну еще наколдует
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; и память перелистает
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; и встретиться нас заставит
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; и еще меня на рассвете
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; губы твои разбудят
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Понимаешь все еще будет
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; В сто концов убегают рельсы
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; самолеты уходят в рейсы
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; корабли снимаются с якоря…
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Если б помнили это люди
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; чаще думали бы о чуде
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; реже бы люди плакали
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Счастье — что онo Та же птица
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; упустишь — и не поймаешь
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; А в клетке ему томиться
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; тоже ведь не годиться
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; трудно с ним понимаешь
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Я его не запру безжалостно
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; крыльев не искалечу
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Улетаешь
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Лети пожалуйста…
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Знаешь как отпразднуем
А знаешь, все еще будет; Вероника Тушнова; Год написания не известен; Встречу
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; А нука песню нам пропой веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Веселый ветер веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Моря и горы ты обшарил все на свете
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; И все на свете песенки слыхалСпой нам ветер про дикие горы
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про глубокие тайны морей
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про птичьи разговоры
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про синие просторы
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про смелых и больших людей Кто привык за победу бороться
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; С нами вместе пускай запоет
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто весел — тот смеется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто хочет — тот добьется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто ищет — тот всегда найдет А нука песню нам пропой веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Веселый ветер веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Моря и горы ты обшарил все на свете
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; И все на свете песенки слыхалСпой нам ветер про чащи лесные
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про звериный запутанный след
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про шорохи ночные
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про мускулы стальные
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про радость боевых побед Кто привык за победу бороться
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; С нами вместе пускай запоет
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто весел — тот смеется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто хочет — тот добьется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто ищет — тот всегда найдет А нука песню нам пропой веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Веселый ветер веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Моря и горы ты обшарил все на свете
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; И все на свете песенки слыхалСпой нам ветер про славу и смелость
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Про ученых героев бойцов
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Чтоб сердце загорелось
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Чтоб каждому хотелось
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Догнать и перегнать отцов Кто привык за победу бороться
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; С нами вместе пускай запоет
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто весел — тот смеется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто хочет — тот добьется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто ищет — тот всегда найдет А нука песню нам пропой веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Веселый ветер веселый ветер
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Моря и горы ты обшарил все на свете
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; И все на свете песенки слыхалСпой нам песню чтоб в ней прозвучали
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Все весенние песни земли
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Чтоб трубы заиграли
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Чтоб губы подпевали
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Чтоб ноги веселей пошли Кто привык за победу бороться
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; С нами вместе пускай запоет
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто весел — тот смеется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто хочет — тот добьется
Веселый ветер; Василий Лебедев-Кумач; Год написания не известен; Кто ищет — тот всегда найдет
Бараны; Сергей Михалков; Год написания не известен; По крутой тропинке горной
Бараны; Сергей Михалков; Год написания не известен; Шел домой барашек черный
Бараны; Сергей Михалков; Год написания не известен; И на мостике горбатом
Бараны; Сергей Михалков; Год написания не известен; Повстречался с белым братом
Мистер Твистер; Самуил Маршак; Год написания не известен; <strong>1< strong>
Цветок; Александр Пушкин; 1828; Цветок засохший безуханный
Цветок; Александр Пушкин; 1828; Забытый в книге вижу я
Цветок; Александр Пушкин; 1828; И вот уже мечтою странной
Цветок; Александр Пушкин; 1828; Душа наполнилась моя
Жизнь — обман с чарующей тоскою…; Сергей Есенин; 1925; Жизнь — обман с чарующей тоскою
Жизнь — обман с чарующей тоскою…; Сергей Есенин; 1925; Оттого так и сильна она
Жизнь — обман с чарующей тоскою…; Сергей Есенин; 1925; Что своею грубою рукою
Жизнь — обман с чарующей тоскою…; Сергей Есенин; 1925; Роковые пишет письмена
Кит и кот; Борис Заходер; Год написания не известен; В этой сказке
Кит и кот; Борис Заходер; Год написания не известен; Нет порядка
Кит и кот; Борис Заходер; Год написания не известен; Что ни слово —
Кит и кот; Борис Заходер; Год написания не известен; То загадка
Кит и кот; Борис Заходер; Год написания не известен; Вот что
Кит и кот; Борис Заходер; Год написания не известен; Сказка говорит
Воробей (Стихотворение в прозе); Иван Тургенев; Год написания не известен; Я возвращался с охоты и шел по аллее сада Собака бежала впереди меня
Воробей (Стихотворение в прозе); Иван Тургенев; Год написания не известен; Вдруг она уменьшила свои шаги и начала красться как бы зачуяв перед собою дичь
